"","Notes","Residence State","Residence State Code","MMWR Week","MMWR Week Code","UCD - ICD Sub-Chapter","UCD - ICD Sub-Chapter Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Deaths","Population","Crude Rate"
"1800",NA,"Florida","12","2019 Week 13 ending March 30, 2019","2019/13","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"1801",NA,"Florida","12","2019 Week 13 ending March 30, 2019","2019/13","Renal failure","N17-N19","85+ years","85+",14,"Not Applicable","Not Applicable"
"1802",NA,"Florida","12","2019 Week 14 ending April 06, 2019","2019/14","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"1803",NA,"Florida","12","2019 Week 14 ending April 06, 2019","2019/14","Renal failure","N17-N19","75-84 years","75-84",23,"Not Applicable","Not Applicable"
"1804",NA,"Florida","12","2019 Week 14 ending April 06, 2019","2019/14","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"1805",NA,"Florida","12","2019 Week 15 ending April 13, 2019","2019/15","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"1806",NA,"Florida","12","2019 Week 15 ending April 13, 2019","2019/15","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"1807",NA,"Florida","12","2019 Week 15 ending April 13, 2019","2019/15","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"1808",NA,"Florida","12","2019 Week 16 ending April 20, 2019","2019/16","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"1809",NA,"Florida","12","2019 Week 16 ending April 20, 2019","2019/16","Renal failure","N17-N19","75-84 years","75-84",21,"Not Applicable","Not Applicable"
"1810",NA,"Florida","12","2019 Week 16 ending April 20, 2019","2019/16","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"1811",NA,"Florida","12","2019 Week 17 ending April 27, 2019","2019/17","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"1812",NA,"Florida","12","2019 Week 17 ending April 27, 2019","2019/17","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"1813",NA,"Florida","12","2019 Week 17 ending April 27, 2019","2019/17","Renal failure","N17-N19","85+ years","85+",16,"Not Applicable","Not Applicable"
"1814",NA,"Florida","12","2019 Week 18 ending May 04, 2019","2019/18","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"1815",NA,"Florida","12","2019 Week 18 ending May 04, 2019","2019/18","Renal failure","N17-N19","75-84 years","75-84",19,"Not Applicable","Not Applicable"
"1816",NA,"Florida","12","2019 Week 18 ending May 04, 2019","2019/18","Renal failure","N17-N19","85+ years","85+",19,"Not Applicable","Not Applicable"
"1817",NA,"Florida","12","2019 Week 19 ending May 11, 2019","2019/19","Renal failure","N17-N19","65-74 years","65-74",18,"Not Applicable","Not Applicable"
"1818",NA,"Florida","12","2019 Week 19 ending May 11, 2019","2019/19","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"1819",NA,"Florida","12","2019 Week 19 ending May 11, 2019","2019/19","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"1820",NA,"Florida","12","2019 Week 20 ending May 18, 2019","2019/20","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"1821",NA,"Florida","12","2019 Week 20 ending May 18, 2019","2019/20","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"1822",NA,"Florida","12","2019 Week 20 ending May 18, 2019","2019/20","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"1823",NA,"Florida","12","2019 Week 21 ending May 25, 2019","2019/21","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"1824",NA,"Florida","12","2019 Week 21 ending May 25, 2019","2019/21","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
"1825",NA,"Florida","12","2019 Week 22 ending June 01, 2019","2019/22","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"1826",NA,"Florida","12","2019 Week 22 ending June 01, 2019","2019/22","Renal failure","N17-N19","75-84 years","75-84",21,"Not Applicable","Not Applicable"
"1827",NA,"Florida","12","2019 Week 22 ending June 01, 2019","2019/22","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"1828",NA,"Florida","12","2019 Week 23 ending June 08, 2019","2019/23","Renal failure","N17-N19","75-84 years","75-84",22,"Not Applicable","Not Applicable"
"1829",NA,"Florida","12","2019 Week 23 ending June 08, 2019","2019/23","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"1830",NA,"Florida","12","2019 Week 24 ending June 15, 2019","2019/24","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"1831",NA,"Florida","12","2019 Week 24 ending June 15, 2019","2019/24","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
"1832",NA,"Florida","12","2019 Week 24 ending June 15, 2019","2019/24","Renal failure","N17-N19","85+ years","85+",18,"Not Applicable","Not Applicable"
"1833",NA,"Florida","12","2019 Week 25 ending June 22, 2019","2019/25","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"1834",NA,"Florida","12","2019 Week 25 ending June 22, 2019","2019/25","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
"1835",NA,"Florida","12","2019 Week 25 ending June 22, 2019","2019/25","Renal failure","N17-N19","85+ years","85+",25,"Not Applicable","Not Applicable"
"1836",NA,"Florida","12","2019 Week 26 ending June 29, 2019","2019/26","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"1837",NA,"Florida","12","2019 Week 26 ending June 29, 2019","2019/26","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"1838",NA,"Florida","12","2019 Week 26 ending June 29, 2019","2019/26","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"1839",NA,"Florida","12","2019 Week 27 ending July 06, 2019","2019/27","Renal failure","N17-N19","55-64 years","55-64",11,"Not Applicable","Not Applicable"
"1840",NA,"Florida","12","2019 Week 27 ending July 06, 2019","2019/27","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"1841",NA,"Florida","12","2019 Week 27 ending July 06, 2019","2019/27","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"1842",NA,"Florida","12","2019 Week 27 ending July 06, 2019","2019/27","Renal failure","N17-N19","85+ years","85+",16,"Not Applicable","Not Applicable"
"1843",NA,"Florida","12","2019 Week 28 ending July 13, 2019","2019/28","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"1844",NA,"Florida","12","2019 Week 28 ending July 13, 2019","2019/28","Renal failure","N17-N19","75-84 years","75-84",29,"Not Applicable","Not Applicable"
"1845",NA,"Florida","12","2019 Week 28 ending July 13, 2019","2019/28","Renal failure","N17-N19","85+ years","85+",20,"Not Applicable","Not Applicable"
"1846",NA,"Florida","12","2019 Week 29 ending July 20, 2019","2019/29","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"1847",NA,"Florida","12","2019 Week 29 ending July 20, 2019","2019/29","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"1848",NA,"Florida","12","2019 Week 29 ending July 20, 2019","2019/29","Renal failure","N17-N19","85+ years","85+",22,"Not Applicable","Not Applicable"
"1849",NA,"Florida","12","2019 Week 30 ending July 27, 2019","2019/30","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"1850",NA,"Florida","12","2019 Week 30 ending July 27, 2019","2019/30","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"1851",NA,"Florida","12","2019 Week 30 ending July 27, 2019","2019/30","Renal failure","N17-N19","85+ years","85+",23,"Not Applicable","Not Applicable"
"1852",NA,"Florida","12","2019 Week 31 ending August 03, 2019","2019/31","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"1853",NA,"Florida","12","2019 Week 31 ending August 03, 2019","2019/31","Renal failure","N17-N19","75-84 years","75-84",13,"Not Applicable","Not Applicable"
"1854",NA,"Florida","12","2019 Week 32 ending August 10, 2019","2019/32","Renal failure","N17-N19","55-64 years","55-64",12,"Not Applicable","Not Applicable"
"1855",NA,"Florida","12","2019 Week 32 ending August 10, 2019","2019/32","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"1856",NA,"Florida","12","2019 Week 32 ending August 10, 2019","2019/32","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"1857",NA,"Florida","12","2019 Week 33 ending August 17, 2019","2019/33","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"1858",NA,"Florida","12","2019 Week 33 ending August 17, 2019","2019/33","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"1859",NA,"Florida","12","2019 Week 33 ending August 17, 2019","2019/33","Renal failure","N17-N19","85+ years","85+",24,"Not Applicable","Not Applicable"
"1860",NA,"Florida","12","2019 Week 34 ending August 24, 2019","2019/34","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"1861",NA,"Florida","12","2019 Week 34 ending August 24, 2019","2019/34","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"1862",NA,"Florida","12","2019 Week 34 ending August 24, 2019","2019/34","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"1863",NA,"Florida","12","2019 Week 35 ending August 31, 2019","2019/35","Renal failure","N17-N19","75-84 years","75-84",24,"Not Applicable","Not Applicable"
"1864",NA,"Florida","12","2019 Week 35 ending August 31, 2019","2019/35","Renal failure","N17-N19","85+ years","85+",18,"Not Applicable","Not Applicable"
"1865",NA,"Florida","12","2019 Week 36 ending September 07, 2019","2019/36","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"1866",NA,"Florida","12","2019 Week 36 ending September 07, 2019","2019/36","Renal failure","N17-N19","75-84 years","75-84",21,"Not Applicable","Not Applicable"
"1867",NA,"Florida","12","2019 Week 36 ending September 07, 2019","2019/36","Renal failure","N17-N19","85+ years","85+",14,"Not Applicable","Not Applicable"
"1868",NA,"Florida","12","2019 Week 37 ending September 14, 2019","2019/37","Renal failure","N17-N19","55-64 years","55-64",10,"Not Applicable","Not Applicable"
"1869",NA,"Florida","12","2019 Week 37 ending September 14, 2019","2019/37","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"1870",NA,"Florida","12","2019 Week 37 ending September 14, 2019","2019/37","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"1871",NA,"Florida","12","2019 Week 37 ending September 14, 2019","2019/37","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"1872",NA,"Florida","12","2019 Week 38 ending September 21, 2019","2019/38","Renal failure","N17-N19","55-64 years","55-64",11,"Not Applicable","Not Applicable"
"1873",NA,"Florida","12","2019 Week 38 ending September 21, 2019","2019/38","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"1874",NA,"Florida","12","2019 Week 38 ending September 21, 2019","2019/38","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"1875",NA,"Florida","12","2019 Week 39 ending September 28, 2019","2019/39","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"1876",NA,"Florida","12","2019 Week 39 ending September 28, 2019","2019/39","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"1877",NA,"Florida","12","2019 Week 39 ending September 28, 2019","2019/39","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"1878",NA,"Florida","12","2019 Week 40 ending October 05, 2019","2019/40","Renal failure","N17-N19","75-84 years","75-84",23,"Not Applicable","Not Applicable"
"1879",NA,"Florida","12","2019 Week 40 ending October 05, 2019","2019/40","Renal failure","N17-N19","85+ years","85+",19,"Not Applicable","Not Applicable"
"1880",NA,"Florida","12","2019 Week 41 ending October 12, 2019","2019/41","Renal failure","N17-N19","75-84 years","75-84",23,"Not Applicable","Not Applicable"
"1881",NA,"Florida","12","2019 Week 41 ending October 12, 2019","2019/41","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"1882",NA,"Florida","12","2019 Week 42 ending October 19, 2019","2019/42","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"1883",NA,"Florida","12","2019 Week 42 ending October 19, 2019","2019/42","Renal failure","N17-N19","75-84 years","75-84",21,"Not Applicable","Not Applicable"
"1884",NA,"Florida","12","2019 Week 42 ending October 19, 2019","2019/42","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"1885",NA,"Florida","12","2019 Week 43 ending October 26, 2019","2019/43","Renal failure","N17-N19","65-74 years","65-74",16,"Not Applicable","Not Applicable"
"1886",NA,"Florida","12","2019 Week 43 ending October 26, 2019","2019/43","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"1887",NA,"Florida","12","2019 Week 43 ending October 26, 2019","2019/43","Renal failure","N17-N19","85+ years","85+",22,"Not Applicable","Not Applicable"
"1888",NA,"Florida","12","2019 Week 44 ending November 02, 2019","2019/44","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"1889",NA,"Florida","12","2019 Week 44 ending November 02, 2019","2019/44","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"1890",NA,"Florida","12","2019 Week 44 ending November 02, 2019","2019/44","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"1891",NA,"Florida","12","2019 Week 45 ending November 09, 2019","2019/45","Renal failure","N17-N19","55-64 years","55-64",11,"Not Applicable","Not Applicable"
"1892",NA,"Florida","12","2019 Week 45 ending November 09, 2019","2019/45","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"1893",NA,"Florida","12","2019 Week 45 ending November 09, 2019","2019/45","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"1894",NA,"Florida","12","2019 Week 45 ending November 09, 2019","2019/45","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"1895",NA,"Florida","12","2019 Week 46 ending November 16, 2019","2019/46","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"1896",NA,"Florida","12","2019 Week 46 ending November 16, 2019","2019/46","Renal failure","N17-N19","75-84 years","75-84",30,"Not Applicable","Not Applicable"
"1897",NA,"Florida","12","2019 Week 46 ending November 16, 2019","2019/46","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"1898",NA,"Florida","12","2019 Week 47 ending November 23, 2019","2019/47","Renal failure","N17-N19","65-74 years","65-74",22,"Not Applicable","Not Applicable"
"1899",NA,"Florida","12","2019 Week 47 ending November 23, 2019","2019/47","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
